character	syllable	initial	medial	nuclues	terminal	tone	percentage
㘜	ʣ'əu	ʣ'	null	ə	u	0	undefined
㘝	nram	nr	null	a	m	3	undefined
㘝	lam	l	null	a	m	3	undefined
㘞	vo	v	null	o		2	undefined
㘟	ʦ'øŋ	ʦ'	null	ø	ŋ	0	undefined
㘠	piŋ	p	null	i	ŋ	3	undefined
㘡	ham	h	null	a	m	3	undefined
㘢	qvəŋ	qv	null	ə	ŋ	1	undefined
㘣	zyn	z	null	y	n	0	undefined
㘤	qvan	qv	null	a	n	0	undefined
㘥	jəu	j	null	ə	u	0	undefined
㘥	o		null	o		0	undefined
㘦	g'ən	g'	null	ə	n	0	undefined
㘧	ʣøi	ʣ	null	ø	i	2	undefined
㘨	nim	n	null	i	m	3	undefined
㘩	bei	b	null	e	i	2	undefined
㘪	xou	x	null	o	u	2	undefined
㘫	ciŋ	c	null	i	ŋ	1	undefined
㘬	qau	q	null	a	u	2	undefined
㘬	qŋau	qŋ	null	a	u	2	undefined
㘭	qau	q	null	a	u	2	undefined
㘭	qŋau	qŋ	null	a	u	2	undefined
㘮	iŋ		null	i	ŋ	3	undefined
㘯	ʣ'øŋ	ʣ'	null	ø	ŋ	0	undefined
㘰	ʦjəm	ʦj	null	ə	m	0	undefined
㘱	t'an	t'	null	a	n	0	undefined
㘲	cuŋ	c	null	u	ŋ	3	undefined
㘳	qjəu	qj	null	ə	u	0	undefined
㘴	ʣo	ʣ	null	o		2	undefined
㘵	pou	p	null	o	u	2	undefined
㘶	gin	g	null	i	n	3	undefined
㘷	ŋai	ŋ	null	a	i	2	undefined
㘷	ai		null	a	i	2	undefined
㘸	ʦoŋ	ʦ	null	o	ŋ	2	undefined
㘹	ʣ'i	ʣ'	null	i		0	undefined
㘺	wən	w	null	ə	n	3	undefined
㘻	qjən	qj	null	ə	n	0	undefined
㘼	xau	x	null	a	u	1	undefined
㘽	ʦoi	ʦ	null	o	i	0	undefined
㘾	y		null	y		1	undefined
㘿	nin	n	null	i	n	3	undefined
㙀	ləu	l	null	ə	u	2	undefined
㙁	mui	m	null	u	i	0	undefined
㙂	døi	d	null	ø	i	2	undefined
㙃	pəŋ	p	null	ə	ŋ	0	undefined
㙄	bəi	b	null	ə	i	2	undefined
㙅	pou	p	null	o	u	1	undefined
㙆	vəŋ	v	null	ə	ŋ	0	undefined
㙇	ʦr'uŋ	ʦr'	null	u	ŋ	3	undefined
㙈	xa	x	null	a		2	undefined
㙉	t'in	t'	null	i	n	1	undefined
㙊	ʣr'øŋ	ʣr'	null	ø	ŋ	0	undefined
㙋	cei	c	null	e	i	0	undefined
㙌	suŋ	s	null	u	ŋ	3	undefined
㙍	ʦøi	ʦ	null	ø	i	2	undefined
㙎	qvəi	qv	null	ə	i	0	undefined
㙏	fuŋ	f	null	u	ŋ	3	undefined
㙐	to	t	null	o		1	undefined
㙑	y		null	y		1	undefined
㙒	je	j	null	e		1	undefined
㙓	gv'əi	gv'	null	ə	i	0	undefined
㙔	vəi	v	null	ə	i	1	undefined
㙕	fai	f	null	a	i	2	undefined
㙖	y		null	y		1	undefined
㙗	qui	q	null	u	i	0	undefined
㙘	qiu	q	null	i	u	0	undefined
㙙	luŋ	l	null	u	ŋ	1	undefined
㙚	siŋ	s	null	i	ŋ	0	undefined
㙛	pou	p	null	o	u	1	undefined
㙜	c'oŋ	c'	null	o	ŋ	3	undefined
㙝	xim	x	null	i	m	3	undefined
㙞	ŋən	ŋ	null	ə	n	3	undefined
㙞	ən		null	ə	n	3	undefined
㙟	loŋ	l	null	o	ŋ	1	undefined
㙠	qəi	q	null	ə	i	0	undefined
㙡	ʦuŋ	ʦ	null	u	ŋ	0	undefined
㙢	mun	m	null	u	n	0	undefined
㙣	ʦøŋ	ʦ	null	ø	ŋ	2	undefined
㙤	qla	ql	null	a		2	undefined
㙥	cvən	cv	null	ə	n	2	undefined
㙦	ʣ'e	ʣ'	null	e		0	undefined
㙧	ləu	l	null	ə	u	2	undefined
㙨	cei	c	null	e	i	0	undefined
㙩	liu	l	null	i	u	0	undefined
㙪	qəi	q	null	ə	i	2	undefined
㙫	ʦ'əm	ʦ'	null	ə	m	3	undefined
㙬	ŋən	ŋ	null	ə	n	0	undefined
㙬	ən		null	ə	n	0	undefined
㙭	c'yn	c'	null	y	n	3	undefined
㙮	tam	t	null	a	m	3	undefined
㙯	ŋəi	ŋ	null	ə	i	2	undefined
㙯	əi		null	ə	i	2	undefined
㙰	hai	h	null	a	i	1	undefined
㙱	cou	c	null	o	u	1	undefined
㙲	qjuŋ	qj	null	u	ŋ	0	undefined
㙳	xəm	x	null	ə	m	1	undefined
㙴	ʦj'im	ʦj'	null	i	m	2	undefined
㙵	d'oi	d'	null	o	i	0	undefined
㙶	d'oŋ	d'	null	o	ŋ	0	undefined
㙷	ʣram	ʣr	null	a	m	3	undefined
㙸	p'oŋ	p'	null	o	ŋ	3	undefined
㙹	muŋ	m	null	u	ŋ	2	undefined
㙺	gv'əi	gv'	null	ə	i	0	undefined
㙻	ʣr'in	ʣr'	null	i	n	0	undefined
㙼	løi	l	null	ø	i	1	undefined
㙽	siŋ	s	null	i	ŋ	3	undefined
㙾	hoŋ	h	null	o	ŋ	3	undefined
㙿	xei	x	null	e	i	0	undefined
㚀	xei	x	null	e	i	0	undefined
㚁	c'iu	c'	null	i	u	2	undefined
㚂	noŋ	n	null	o	ŋ	2	undefined
㚃	qvən	qv	null	ə	n	0	undefined
㚄	ʦi	ʦ	null	i		2	undefined
㚅	luŋ	l	null	u	ŋ	0	undefined
㚆	wuŋ	w	null	u	ŋ	3	undefined
㚇	ʦuŋ	ʦ	null	u	ŋ	0	undefined
㚈	ŋoi	ŋ	null	o	i	2	undefined
㚈	oi		null	o	i	2	undefined
㚉	cu	c	null	u		1	undefined
㚊	xoi	x	null	o	i	0	undefined
㚋	tiu	t	null	i	u	0	undefined
㚌	fo	f	null	o		1	undefined
㚍	xui	x	null	u	i	1	undefined
㚎	xøi	x	null	ø	i	2	undefined
㚏	cou	c	null	o	u	1	undefined
㚐	t'ou	t'	null	o	u	2	undefined
㚑	liŋ	l	null	i	ŋ	0	undefined
㚒	sjim	sj	null	i	m	1	undefined
㚓	loi	l	null	o	i	0	undefined
㚔	nim	n	null	i	m	3	undefined
㚕	bən	b	null	ə	n	3	undefined
㚖	cou	c	null	o	u	1	undefined
㚗	ʣ'e	ʣ'	null	e		0	undefined
㚘	bun	b	null	u	n	2	undefined
㚙	ca	c	null	a		0	undefined
㚚	cv'əŋ	cv'	null	ə	ŋ	0	undefined
㚛	xəi	x	null	ə	i	2	undefined
㚜	viŋ	v	null	i	ŋ	3	undefined
㚝	ʦøi	ʦ	null	ø	i	0	undefined
㚞	səm	s	null	ə	m	1	undefined
㚟	ʦ'øŋ	ʦ'	null	ø	ŋ	3	undefined
㚠	xiu	x	null	i	u	0	undefined
㚡	cei	c	null	e	i	1	undefined
㚢	nou	n	null	o	u	0	undefined
㚣	cau	c	null	a	u	1	undefined
㚤	iŋ		null	i	ŋ	3	undefined
㚥	qy	q	null	y		0	undefined
㚦	cei	c	null	e	i	0	undefined
㚧	ʦ'im	ʦ'	null	i	m	0	undefined
㚨	sən	s	null	ə	n	0	undefined
㚩	im		null	i	m	1	undefined
㚪	xou	x	null	o	u	2	undefined
㚫	sam	s	null	a	m	3	undefined
㚬	cvən	cv	null	ə	n	0	undefined
㚭	jəu	j	null	ə	u	0	undefined
㚮	tam	t	null	a	m	0	undefined
㚯	ʣ'əm	ʣ'	null	ə	m	0	undefined
㚰	p'ui	p'	null	u	i	0	undefined
㚱	qjəu	qj	null	ə	u	0	undefined
㚲	ʦj'im	ʦj'	null	i	m	0	undefined
㚳	qa	q	null	a		2	undefined
㚳	qŋa	qŋ	null	a		2	undefined
㚴	p'ou	p'	null	o	u	2	undefined
㚵	tuŋ	t	null	u	ŋ	0	undefined
㚶	ʣ'i	ʣ'	null	i		1	undefined
㚷	nrai	nr	null	a	i	1	undefined
㚷	lai	l	null	a	i	1	undefined
㚸	si	s	null	i		0	undefined
㚹	mau	m	null	a	u	0	undefined
㚺	jən	j	null	ə	n	2	undefined
㚻	cəi	c	null	ə	i	0	undefined
㚼	qnəu	qn	null	ə	u	1	undefined
㚼	qləu	ql	null	ə	u	1	undefined
㚽	xau	x	null	a	u	1	undefined
㚾	xiŋ	x	null	i	ŋ	0	undefined
㚿	pau	p	null	a	u	0	undefined
㛀	ʣ'o	ʣ'	null	o		0	undefined
㛁	p'aŋ	p'	null	a	ŋ	0	undefined
㛂	no	n	null	o		0	undefined
㛃	cin	c	null	i	n	3	undefined
㛄	qi	q	null	i		0	undefined
㛅	nei	n	null	e	i	2	undefined
㛆	to	t	null	o		2	undefined
㛇	ʦoŋ	ʦ	null	o	ŋ	0	undefined
㛈	xau	x	null	a	u	1	undefined
㛉	qiu	q	null	i	u	2	undefined
㛊	to	t	null	o		2	undefined
㛋	nei	n	null	e	i	1	undefined
㛌	məu	m	null	ə	u	0	undefined
㛍	xim	x	null	i	m	3	undefined
㛎	løi	l	null	ø	i	1	undefined
㛏	g'əu	g'	null	ə	u	0	undefined
㛐	sou	s	null	o	u	1	undefined
㛑	ʦ'an	ʦ'	null	a	n	2	undefined
㛒	dəu	d	null	ə	u	2	undefined
㛓	xei	x	null	e	i	0	undefined
㛔	fuŋ	f	null	u	ŋ	0	undefined
㛕	qjəm	qj	null	ə	m	3	undefined
㛖	so	s	null	o		0	undefined
㛗	ʦ'e	ʦ'	null	e		0	undefined
㛘	p'un	p'	null	u	n	3	undefined
㛙	sən	s	null	ə	n	0	undefined
㛚	t'uŋ	t'	null	u	ŋ	1	undefined
㛛	sən	s	null	ə	n	0	undefined
㛜	jəu	j	null	ə	u	0	undefined
㛝	pui	p	null	u	i	2	undefined
㛞	luŋ	l	null	u	ŋ	2	undefined
㛟	un		null	u	n	2	undefined
㛠	han	h	null	a	n	1	undefined
㛡	vən	v	null	ə	n	2	undefined
㛢	səu	s	null	ə	u	2	undefined
㛣	vən	v	null	ə	n	0	undefined
㛤	lei	l	null	e	i	0	undefined
㛥	t'am	t'	null	a	m	3	undefined
㛦	ləm	l	null	ə	m	1	undefined
㛧	mən	m	null	ə	n	1	undefined
㛨	c'øŋ	c'	null	ø	ŋ	1	undefined
㛩	ʣuŋ	ʣ	null	u	ŋ	3	undefined
㛪	qim	q	null	i	m	2	undefined
㛫	siŋ	s	null	i	ŋ	3	undefined
㛬	luŋ	l	null	u	ŋ	3	undefined
㛭	siŋ	s	null	i	ŋ	3	undefined
㛮	sou	s	null	o	u	1	undefined
㛯	fan	f	null	a	n	2	undefined
㛰	fən	f	null	ə	n	0	undefined
㛱	qui	q	null	u	i	1	undefined
㛲	fan	f	null	a	n	3	undefined
㛳	jəi	j	null	ə	i	2	undefined
㛴	nou	n	null	o	u	1	undefined
㛵	ʦ'iŋ	ʦ'	null	i	ŋ	0	undefined
㛶	t'an	t'	null	a	n	2	undefined
㛷	cəi	c	null	ə	i	0	undefined
㛸	zy	z	null	y		2	undefined
㛹	b'in	b'	null	i	n	0	undefined
㛺	qjəm	qj	null	ə	m	0	undefined
㛻	qvai	qv	null	a	i	0	undefined
㛼	ʦr'am	ʦr'	null	a	m	3	undefined
㛽	san	s	null	a	n	0	undefined
㛾	ham	h	null	a	m	0	undefined
㛿	tai	t	null	a	i	2	undefined
㜀	søŋ	s	null	ø	ŋ	0	undefined
㜁	ʣ'a	ʣ'	null	a		0	undefined
㜂	fuŋ	f	null	u	ŋ	0	undefined
㜃	qlyn	ql	null	y	n	1	undefined
㜄	ʣ'əm	ʣ'	null	ə	m	0	undefined
㜅	xuŋ	x	null	u	ŋ	3	undefined
㜆	məi	m	null	ə	i	2	undefined
㜇	qvəi	qv	null	ə	i	2	undefined
㜈	muŋ	m	null	u	ŋ	3	undefined
㜉	qjuŋ	qj	null	u	ŋ	0	undefined
㜊	ʦrin	ʦr	null	i	n	1	undefined
㜋	qiŋ	q	null	i	ŋ	3	undefined
㜌	ləu	l	null	ə	u	1	undefined
㜍	d'oŋ	d'	null	o	ŋ	0	undefined
㜎	həi	h	null	ə	i	0	undefined
㜏	vən	v	null	ə	n	0	undefined
㜐	zy	z	null	y		2	undefined
㜑	b'o	b'	null	o		0	undefined
㜒	ŋəi	ŋ	null	ə	i	2	undefined
㜒	əi		null	ə	i	2	undefined
㜓	tam	t	null	a	m	3	undefined
㜔	ciŋ	c	null	i	ŋ	1	undefined
㜕	lin	l	null	i	n	0	undefined
㜖	ʣ'ou	ʣ'	null	o	u	0	undefined
㜗	ʦ'am	ʦ'	null	a	m	0	undefined
㜘	ʦe	ʦ	null	e		0	undefined
㜙	luŋ	l	null	u	ŋ	3	undefined
㜚	suŋ	s	null	u	ŋ	3	undefined
㜛	yn		null	y	n	1	undefined
㜜	ŋou	ŋ	null	o	u	2	undefined
㜜	ou		null	o	u	2	undefined
㜝	ŋəm	ŋ	null	ə	m	1	undefined
㜞	ʦ'im	ʦ'	null	i	m	2	undefined
㜟	xam	x	null	a	m	2	undefined
㜠	ʦ'øi	ʦ'	null	ø	i	0	undefined
㜡	ʦ'uŋ	ʦ'	null	u	ŋ	0	undefined
㜢	løi	l	null	ø	i	1	undefined
㜣	njin	nj	null	i	n	0	undefined
㜤	nim	n	null	i	m	1	undefined
㜥	mai	m	null	a	i	0	undefined
㜦	ʣ'əm	ʣ'	null	ə	m	0	undefined
㜧	qyn	q	null	y	n	3	undefined
㜨	nai	n	null	a	i	0	undefined
㜩	qou	q	null	o	u	2	undefined
㜩	qŋou	qŋ	null	o	u	2	undefined
㜪	srən	sr	null	ə	n	0	undefined
㜫	mei	m	null	e	i	1	undefined
㜬	tam	t	null	a	m	0	undefined
㜭	toŋ	t	null	o	ŋ	0	undefined
㜮	lam	l	null	a	m	2	undefined
㜯	xei	x	null	e	i	0	undefined
㜰	jøŋ	j	null	ø	ŋ	3	undefined
㜱	ʦən	ʦ	null	ə	n	3	undefined
㜲	iŋ		null	i	ŋ	0	undefined
㜳	hvai	hv	null	a	i	0	undefined
㜴	məŋ	m	null	ə	ŋ	2	undefined
㜵	niu	n	null	i	u	1	undefined
㜶	min	m	null	i	n	1	undefined
㜷	lai	l	null	a	i	1	undefined
㜸	ŋin	ŋ	null	i	n	3	undefined
㜸	ŋim	ŋ	null	i	m	3	undefined
㜹	g'øi	g'	null	ø	i	0	undefined
𤾆	təu	t	null	ə	u	0	undefined
𠝹	cai	c	null	a	i	2	undefined
𥀬	qim	q	null	i	m	1	undefined
𥊙	ʦoŋ	ʦ	null	o	ŋ	0	undefined
𥐙	p'an	p'	null	a	n	3	undefined
𣽊	ʦøn	ʦ	null	ø	n	2	undefined
𤪧	wuŋ	w	null	u	ŋ	2	undefined
𥑆	ca	c	null	a		0	undefined
𥑮	cu	c	null	u		1	undefined
𦭒	ʦiŋ	ʦ	null	i	ŋ	2	undefined
𥔿	xəm	x	null	ə	m	1	undefined
𧘲	ʦi	ʦ	null	i		1	undefined
𥕞	ʦøŋ	ʦ	null	ø	ŋ	0	undefined
𥕢	ʣ'ou	ʣ'	null	o	u	0	undefined
𥕦	cvən	cv	null	ə	n	1	undefined
𥟇	g'əu	g'	null	ə	u	0	undefined
𤤿	paŋ	p	null	a	ŋ	3	undefined
𥡝	cim	c	null	i	m	0	undefined
𣏌	ʣi	ʣ	null	i		2	undefined
𥤃	jəu	j	null	ə	u	1	undefined
𨥈	cei	c	null	e	i	1	undefined
𥪮	ʦøŋ	ʦ	null	ø	ŋ	0	undefined
𥮉	b'ou	b'	null	o	u	0	undefined
𥰆	təi	t	null	ə	i	2	undefined
𡶐	g'e	g'	null	e		0	undefined
𦄂	tai	t	null	a	i	2	undefined
𧰒	cvoŋ	cv	null	o	ŋ	3	undefined
𦆲	liu	l	null	i	u	2	undefined
𤾚	in		null	i	n	3	undefined
𦐂	iŋ		null	i	ŋ	3	undefined
𦑊	ʦiŋ	ʦ	null	i	ŋ	0	undefined
𦯷	miu	m	null	i	u	2	undefined
𦒄	vəi	v	null	ə	i	2	undefined
𡤜	qi	q	null	i		2	undefined
𤧶	ha	h	null	a		2	undefined
𦒈	si	s	null	i		0	undefined
𣿯	səm	s	null	ə	m	0	undefined
𦔒	ʦi	ʦ	null	i		0	undefined
𦖿	təm	t	null	ə	m	3	undefined
𦚵	səi	s	null	ə	i	0	undefined
𢜛	qjən	qj	null	ə	n	0	undefined
𥟡	ʦuŋ	ʦ	null	u	ŋ	0	undefined
晉	ʦøn	ʦ	null	ø	n	2	undefined
𤔡	vəi	v	null	ə	i	0	undefined
𦛼	piŋ	p	null	i	ŋ	0	undefined
𤤴	coŋ	c	null	o	ŋ	3	undefined
𦲽	qjən	qj	null	ə	n	0	undefined
𦞙	tøi	t	null	ø	i	1	undefined
𦡮	p'ou	p'	null	o	u	1	undefined
𦐑	ʦ'i	ʦ'	null	i		2	undefined
𦡞	cəm	c	null	ə	m	2	undefined
𦣇	qlo	ql	null	o		0	undefined
𩃀	in		null	i	n	2	undefined
𠨑	moŋ	m	null	o	ŋ	0	undefined
𦤦	xon	x	null	o	n	3	undefined
𦤹	ʦi	ʦ	null	i		2	undefined
𦧺	qlai	ql	null	a	i	1	undefined
𦨭	b'ei	b'	null	e	i	0	undefined
𦑩	fəi	f	null	ə	i	0	undefined
𠀡	t'in	t'	null	i	n	0	undefined
𦨴	d'uŋ	d'	null	u	ŋ	0	undefined
𦭛	ʦ'in	ʦ'	null	i	n	0	undefined
𣔙	xim	x	null	i	m	0	undefined
𣔙	xin	x	null	i	n	0	undefined
𦮝	moŋ	m	null	o	ŋ	0	undefined
𦲤	qi	q	null	i		0	undefined
𦶮	vən	v	null	ə	n	0	undefined
𢖍	həŋ	h	null	ə	ŋ	0	undefined
𧁋	mən	m	null	ə	n	1	undefined
𧇍	xa	x	null	a		0	undefined
𧊀	ca	c	null	a		0	undefined
𧊅	cvai	cv	null	a	i	1	undefined
𢅺	ʦin	ʦ	null	i	n	1	undefined
𧊋	sən	s	null	ə	n	0	undefined
𧋦	qmei	qm	null	e	i	0	undefined
𤧐	ʦ'əu	ʦ'	null	ə	u	0	undefined
𧑐	yn		null	y	n	3	undefined
𠻸	ʣi	ʣ	null	i		2	undefined
𢤦	tuŋ	t	null	u	ŋ	1	undefined
𨑳	d'iŋ	d'	null	i	ŋ	0	undefined
𡞱	løi	l	null	ø	i	1	undefined
𤨪	ʦ'an	ʦ'	null	a	n	2	undefined
𡠠	d'oŋ	d'	null	o	ŋ	0	undefined
𩲭	juŋ	j	null	u	ŋ	0	undefined
𩢤	juŋ	j	null	u	ŋ	3	undefined
𧟌	lo	l	null	o		2	undefined
𧡘	c'əi	c'	null	ə	i	2	undefined
𡘊	wən	w	null	ə	n	1	undefined
𣜯	xyn	x	null	y	n	0	undefined
𨃨	nin	n	null	i	n	1	undefined
𨃨	ʦin	ʦ	null	i	n	1	undefined
𡏅	loŋ	l	null	o	ŋ	1	undefined
𧧝	ŋa	ŋ	null	a		2	undefined
𧧝	a		null	a		2	undefined
𩆨	fuŋ	f	null	u	ŋ	0	undefined
𧂯	vən	v	null	ə	n	1	undefined
𨦫	y		null	y		1	undefined
𧧽	fuŋ	f	null	u	ŋ	0	undefined
𧨊	ʣa	ʣ	null	a		2	undefined
𧬋	fan	f	null	a	n	3	undefined
𧵦	foŋ	f	null	o	ŋ	2	undefined
𤅺	qjəm	qj	null	ə	m	0	undefined
𨀉	ʣ'y	ʣ'	null	y		1	undefined
𪋟	ʦøŋ	ʦ	null	ø	ŋ	0	undefined
𨌘	ʦøn	ʦ	null	ø	n	2	undefined
𦸇	zøn	z	null	ø	n	3	undefined
𨅯	va	v	null	a		0	undefined
𨀣	c'ei	c'	null	e	i	1	undefined
𦦵	ʣ'uŋ	ʣ'	null	u	ŋ	0	undefined
𡏭	xiu	x	null	i	u	0	undefined
𣈯	y		null	y		0	undefined
𨁈	caŋ	c	null	a	ŋ	2	undefined
𨰰	pou	p	null	o	u	1	undefined
𨂃	b'əŋ	b'	null	ə	ŋ	0	undefined
𨥉	san	s	null	a	n	2	undefined
𤦈	fən	f	null	ə	n	0	undefined
𤪥	niŋ	n	null	i	ŋ	0	undefined
𣾁	g'ei	g'	null	e	i	0	undefined
𨂐	qløi	ql	null	ø	i	0	undefined
𨃴	cvən	cv	null	ə	n	3	undefined
𨄮	søn	s	null	ø	n	3	undefined
𡾡	ʦəm	ʦ	null	ə	m	0	undefined
𨅏	qlam	ql	null	a	m	2	undefined
𨆉	t'eŋ	t'	null	e	ŋ	3	undefined
𨆯	buŋ	b	null	u	ŋ	3	undefined
𨈚	b'ei	b'	null	e	i	0	undefined
𨌆	vəŋ	v	null	ə	ŋ	0	undefined
𨌯	juŋ	j	null	u	ŋ	3	undefined
𨎊	cvən	cv	null	ə	n	1	undefined
𨑨	ʦən	ʦ	null	ə	n	3	undefined
𨚪	ləm	l	null	ə	m	3	undefined
𨥖	qjəm	qj	null	ə	m	0	undefined
𨦸	ʦən	ʦ	null	ə	n	2	undefined
𨧧	ʦøŋ	ʦ	null	ø	ŋ	3	undefined
𨧨	jøi	j	null	ø	i	2	undefined
𨭆	xəŋ	x	null	ə	ŋ	3	undefined
𨯔	løi	l	null	ø	i	0	undefined
𨰉	ʣam	ʣ	null	a	m	3	undefined
𨿅	loŋ	l	null	o	ŋ	3	undefined
𩃬	qjəm	qj	null	ə	m	0	undefined
𩄐	coŋ	c	null	o	ŋ	2	undefined
𩄼	fei	f	null	e	i	1	undefined
𩅞	ʦuŋ	ʦ	null	u	ŋ	0	undefined
𤫊	liŋ	l	null	i	ŋ	0	undefined
𩓧	i		null	i		0	undefined
𩗩	ləu	l	null	ə	u	0	undefined
𩖰	ʣ'əm	ʣ'	null	ə	m	0	undefined
𩖸	hou	h	null	o	u	0	undefined
𩜲	fuŋ	f	null	u	ŋ	3	undefined
𩣑	qon	q	null	o	n	0	undefined
𩣑	qŋon	qŋ	null	o	n	0	undefined
𩥉	cei	c	null	e	i	2	undefined
𩥪	fuŋ	f	null	u	ŋ	0	undefined
𩧃	ləi	l	null	ə	i	2	undefined
𩨨	ʣi	ʣ	null	i		2	undefined
𩬎	qjəm	qj	null	ə	m	0	undefined
𩬎	jəm	j	null	ə	m	0	undefined
𩵚	t'ou	t'	null	o	u	1	undefined
𩶛	ca	c	null	a		0	undefined
𩻸	dəi	d	null	ə	i	2	undefined
𩼣	cvo	cv	null	o		2	undefined
𪊓	løn	l	null	ø	n	0	undefined
𪋿	puŋ	p	null	u	ŋ	3	undefined
𪗋	ʦi	ʦ	null	i		0	undefined
𠲜	ʦaŋ	ʦ	null	a	ŋ	0	undefined
𢒰	qjuŋ	qj	null	u	ŋ	3	undefined
𤪓	zyn	z	null	y	n	0	undefined
𨬬	fu	f	null	u		2	undefined
𧢝	ləi	l	null	ə	i	2	undefined
𡟵	co	c	null	o		0	undefined
𨀤	qløi	ql	null	ø	i	0	undefined
𨭬	man	m	null	a	n	2	undefined
𨮙	hou	h	null	o	u	0	undefined
𧨾	t'əm	t'	null	ə	m	0	undefined
𦚯	jən	j	null	ə	n	2	undefined
𧙕	mei	m	null	e	i	2	undefined
𣲷	nəm	n	null	ə	m	3	undefined
𥘵	t'an	t'	null	a	n	1	undefined
𥥖	cu	c	null	u		1	undefined
𥺁	ʦoŋ	ʦ	null	o	ŋ	0	undefined
𦉘	ʦ'aŋ	ʦ'	null	a	ŋ	0	undefined
𠹭	c'o	c'	null	o		0	undefined
𣺈	qi	q	null	i		1	undefined
𤲞	y		null	y		0	undefined
𡟶	ŋo	ŋ	null	o		0	undefined
𡟶	o		null	o		0	undefined
𡡻	mei	m	null	e	i	0	undefined
𥱊	ʣiŋ	ʣ	null	i	ŋ	3	undefined
𥌑	jøi	j	null	ø	i	2	undefined
𩶘	ləm	l	null	ə	m	3	undefined
𥻘	løn	l	null	ø	n	0	undefined
𣵀	nin	n	null	i	n	3	undefined
𠿪	ca	c	null	a		1	undefined
𠵉	hoŋ	h	null	o	ŋ	0	undefined
𣚺	hoŋ	h	null	o	ŋ	2	undefined
𣚺	xoŋ	x	null	o	ŋ	1	undefined
𠺝	caŋ	c	null	a	ŋ	3	undefined
𨋢	qlim	ql	null	i	m	3	undefined
𠱁	t'əm	t'	null	ə	m	2	undefined
𠲖	qi	q	null	i		0	undefined
𥅈	qlam	ql	null	a	m	3	undefined
𠹶	p'iŋ	p'	null	i	ŋ	0	undefined
𢱢	soŋ	s	null	o	ŋ	3	undefined
𢱢	saŋ	s	null	a	ŋ	3	undefined
𠺢	ca	c	null	a		0	undefined
𡁵	cən	c	null	ə	n	1	undefined
𢭃	dəu	d	null	ə	u	2	undefined
𢭃	təu	t	null	ə	u	2	undefined
𢺳	qman	qm	null	a	n	0	undefined
𠶧	dim	d	null	i	m	2	undefined
𦢊	p'oŋ	p'	null	o	ŋ	3	undefined
𡃁	qleŋ	ql	null	e	ŋ	0	undefined
𤜆	luŋ	l	null	u	ŋ	0	undefined
𦢓	məŋ	m	null	ə	ŋ	3	undefined
𢛴	qməŋ	qm	null	ə	ŋ	1	undefined
𧴯	qme	qm	null	e		0	undefined
𤆣	zam	z	null	a	m	3	undefined
𧵳	zin	z	null	i	n	3	undefined
𦻐	ʦau	ʦ	null	a	u	2	undefined
𧊶	tø	t	null	ø		2	undefined
𡇙	dø	d	null	ø		0	undefined
𣳼	dø	d	null	ø		0	undefined
𪚩	cvi	cv	null	i		0	undefined
𠺬	xe	x	null	e		1	undefined
𠻹	t'im	t'	null	i	m	0	undefined
𡲢	c'e	c'	null	e		0	undefined
𤿂	zai	z	null	a	i	0	undefined
𧿹	mou	m	null	o	u	1	undefined
𠿫	zau	z	null	a	u	0	undefined
𢶠	zau	z	null	a	u	0	undefined
𤟠	søi	s	null	ø	i	0	undefined
𩵼	jəu	j	null	ə	u	1	undefined
𠿬	zø	z	null	ø		0	undefined
𠸊	t'əm	t'	null	ə	m	3	undefined
𧖣	man	m	null	a	n	0	undefined
𠿭	qven	qv	null	e	n	3	undefined
𦁈	xuŋ	x	null	u	ŋ	2	undefined
𡆇	qvoŋ	qv	null	o	ŋ	3	undefined
𤘘	xəu	x	null	ə	u	1	undefined
𤭮	ʣ'uŋ	ʣ'	null	u	ŋ	1	undefined
𠥹	qəu	q	null	ə	u	0	undefined
𠥹	qŋəu	qŋ	null	ə	u	0	undefined
𢑥	ui		null	u	i	2	undefined
𩺬	ʦøi	ʦ	null	ø	i	0	undefined
𣳾	t'ai	t'	null	a	i	2	undefined
𩼰	ʣ'i	ʣ'	null	i		0	undefined
𤾩	piŋ	p	null	i	ŋ	3	undefined
𩖞	lam	l	null	a	m	0	undefined
𩿞	ʣa	ʣ	null	a		2	undefined
𣶶	ʦ'oi	ʦ'	null	o	i	1	undefined
𧊲	ʣ'yn	ʣ'	null	y	n	0	undefined
𦞳	juŋ	j	null	u	ŋ	0	undefined
𣜠	xei	x	null	e	i	0	undefined
𣻷	qvəi	qv	null	ə	i	2	undefined
𣸬	ʦ'iu	ʦ'	null	i	u	0	undefined
𠒎	wu	w	null	u		0	undefined
𠺶	nam	n	null	a	m	3	undefined
𪐴	ʦy	ʦ	null	y		1	undefined
𣃚	hoŋ	h	null	o	ŋ	0	undefined
𤏲	ʣøŋ	ʣ	null	ø	ŋ	3	undefined
𡊩	juŋ	j	null	u	ŋ	3	undefined
𤥣	xəŋ	x	null	ə	ŋ	3	undefined
𩸆	qim	q	null	i	m	3	undefined
𧂮	ʣiŋ	ʣ	null	i	ŋ	2	undefined
𡝬	pou	p	null	o	u	1	undefined
𩓐	bun	b	null	u	n	3	undefined
𦌵	løi	l	null	ø	i	0	undefined
𧅤	pou	p	null	o	u	1	undefined
𠴨	cvan	cv	null	a	n	0	undefined
